"","Title","Author","Format","Starts","Price","ISBN","Category","publishedDate","categories","pageCount"
"26144","The Miracle Of Castel Di Sangro","Joe McGinniss","Paperback",4,"10.26",9780751527537,"Sport","2000","Soccer teams",416
"26145","Ireland's Best Walks","Helen Fairbairn","Paperback",4,"13.72",9781848892118,"Sport","2014","Ireland",0
"26146","Above The Line","Wayne Coffey","Paperback",4,"14.5",9781101980729,"Sport","2017-08-08","Sports & Recreation",298
"26147","Ultimate Flexibility","Sang H. Kim","Paperback",4,"22.57",9781880336830,"Sport","2004","Health & Fitness",308
"26148","Invincible","Amy Lawrence","Paperback",4.5,"9.9",9780241970492,"Sport",NA,NA,NA
"26149","My Turn: The Autobiography","Johan Cruyff","Paperback",3.5,"8.84",9781509813926,"Sport","2017-06","Biography & Autobiography",0
"26150","Athletic Body in Balance","Gray Cook","Paperback",4,"20.36",9780736042284,"Sport","2003","Education",236
"26151","Beyond Bigger Leaner Stronger","Michael Matthews","Paperback",4,"13.54",9781938895258,"Sport",NA,NA,NA
"26152","Red: My Autobiography","Gary Neville","Paperback",4,"10.97",9780552161985,"Sport",NA,NA,NA
"26153","Lonely Planet Tahiti & French Polynesia","Lonely Planet","Paperback",4,"13.57",9781786572196,"Sport","2016",NA,NA
"26154","The 10 Bushcraft Books","Richard Graves","Paperback",4.5,"22.85",9781508981879,"Sport","2015-03-21","Outdoor life",0
"26155","Ultimate Speed Secrets","Ross Bentley","Paperback",4.5,"19.58",9780760340509,"Sport","2011-08-25","Sports & Recreation",340
"26156","Karate-do: My Way Of Life","Gichin Funakoshi","Paperback",4,"8.46",9781568364988,"Sport","2013-02-01","Sports & Recreation",0
"26157","Undisputed","Chris Jericho","Paperback",4,"8.78",9780446538169,"Sport",NA,NA,NA
"26158","Rugby World Cup 2019 TM Kids' Handbook","Clive Gifford","Paperback",0,"7.23",9781783124695,"Sport","2019-05-16","Rugby Union football",0
"26159","Swim Workouts for Triathletes","Gale Bernhardt","Paperback",4.5,"25.28",9781934030752,"Sport","2011","Swimming",0
"26160","Saltwater Buddha","Jaimal Yogis","Paperback",4,"11.85",9780861715350,"Sport",NA,NA,NA
"26161","Opening Energy Gates Body","Bruce Kumar Frantzis","Paperback",4,"17.9",9781583941461,"Sport",NA,NA,NA
"26162","Quiet Leadership","Carlo Ancelotti","Paperback",4,"10.92",9780241244944,"Sport","2017-08-22","Business & Economics",0
"26163","Barbarian Days","William Finnegan","Hardback",4,"19.12",9781594203473,"Sport",NA,NA,NA
"26164","Cyclepedia","Michael Embacher","Hardback",4,"24.01",9780500515587,"Sport",NA,NA,NA
"26165","The Mutt","Rodney Mullen","Paperback",4.5,"10.9",9780060556198,"Sport","2005-08-02","Sports & Recreation",288
"26166","The Great Cave Rescue","James Massola","Paperback",4,"22.53",9781760529741,"Sport","2018","Biography & Autobiography",0
"26167","The Wit of Cricket","Barry Johnston","Paperback",3.5,"10.47",9780340978894,"Sport","2010-07-14","Humor",0
"26168","The Stormrider Surf Guide Indonesia & the Indian Ocean","Bruce Sutherland","Paperback",4.5,"19.3",9780956245519,"Sport",NA,NA,NA
"26169","The Rock Warrior's Way","Arno Ilgner","Paperback",4.5,"23.81",9780974011219,"Sport",NA,NA,NA
"26170","The Soul Of A Butterfly","Muhammad Ali","Paperback",4,"10.2",9780553816464,"Sport",NA,NA,NA
"26171","Masterminds & Wingmen","Rosalind Wiseman","Paperback",4,"13.78",9780307986689,"Sport",NA,NA,NA
"26172","Vegan Bodybuilding & Fitness","Robert Cheeke","Paperback",3.5,"16.4",9780984391608,"Sport","2010","Health & Fitness",0
"26173","Sterling (Ultimate Football Heroes) - Collect Them All!","Matt Oldfield","Paperback",5,"5.27",9781786068118,"Sport",NA,NA,NA
"26174","Runner's World Complete Book of Women's Running","Dagny Scott Barrios","Paperback",4,"16.36",9781594867583,"Sport",NA,NA,NA
"26175","Behind the Curtain","Jonathan Wilson","Paperback",4,"9.55",9780752879451,"Sport","2006","Sports & Recreation",325
"26176","The Via Francigena Canterbury to Rome - Part 2","Alison Raju","Paperback",4,"16.39",9781852846077,"Sport",NA,NA,NA
"26177","Power Speed Endurance","Glen Cordoza","Paperback",4,"29.88",9781936608614,"Sport","2012-11-12","Sports & Recreation",0
"26178","The Tiger","John Vaillant","Paperback",4,"9.54",9780340962589,"Sport",NA,NA,NA
"26179","Mastering Jujitsu","Renzo Gracie","Paperback",4,"18.66",9780736044042,"Sport",NA,NA,NA
"26180","Fit Mama","Belinda Norton","Paperback",3,"25.25",9781760524081,"Sport",NA,NA,NA
"26181","Pilates' Return to Life Through Contrology","Joseph Hubertus Pilates","Paperback",4,"23.7",9780961493790,"Sport","1998","Health & Fitness",100
"26182","A Walking Guide to New Zealand's Long Trail","Geoff Chapple","Paperback",4,"31.51",9781869797140,"Sport","2011","Hiking",0
"26183","Training and Racing with a Power Meter","Hunter Allen","Paperback",4,"20.64",9781937715939,"Sport",NA,NA,NA
"26184","Self-Rescue","David Fasulo","Paperback",4,"9.84",9780762755332,"Sport",NA,NA,NA
"26185","The Voice Of Reason","Chael Sonnen","Hardback",3.5,"19.17",9781936608546,"Sport",NA,NA,NA
"26186","My Name'5 Doddie","Doddie Weir","Hardback",4.5,"19.92",9781785302244,"Sport","2018","Rugby Union football players",0
"26187","Perfect Motion","Jono Lineen","Paperback",4,"22.61",9780143789529,"Sport","2019-07","Biography & Autobiography",290
"26188","Aikido and the Dynamic Sphere","Adele Westbrook","Paperback",4,"18.18",9780804832847,"Sport","2001-07-01","Sports & Recreation",384
"26189","Rock Climbing","Libby Peter","Paperback",4.5,"20.84",9780954151164,"Sport",NA,NA,NA
"26190","Kodokan Judo: The Essential Guide To Judo By Its Founder Jigoro Kano","Jigoro Kano","Paperback",4.5,"24.04",9781568365398,"Sport","2013-08-30","Sports & Recreation",0
"26191","Ultimate Navigation Manual","Lyle Brotherton","Paperback",4.5,"17.94",9780007424603,"Sport","2011","Reference",369
"26192","Science and Practice of Strength Training","Vladimir M. Zatsiorsky","Hardback",4.5,"67.85",9780736056281,"Sport",NA,NA,NA
"26193","Finding Your Way Without Map or Compass","Harold Gatty","Paperback",4,"9.7",9780486406138,"Sport","1998-12-23","Sports & Recreation",324
"26194","Advanced Bushcraft","Dave Canterbury","Paperback",4,"12.28",9781440587962,"Sport","2015-08","Self-Help",256
"26195","Runner's World Training Journal","Editors Of Runner's World","Paperback",4,"15.15",9781609618544,"Sport",NA,NA,NA
"26196","Jenson Button: Life to the Limit","Jenson Button","Paperback",4.5,"8.11",9781911600381,"Sport",NA,NA,NA
"26197","High-intensity Training the Mike Mentzer Way","Mike Mentzer","Paperback",0,"16.38",9780071383301,"Sport",NA,NA,NA
"26198","Iron War","Matt Fitzgerald","Paperback",4.5,"11.05",9781780871349,"Sport","2013","Ironman triathlons",448
"26199","Seabiscuit","Laura Hillenbrand","Paperback",4,"11.87",9781841150925,"Sport","2002","Biography & Autobiography",452
"26200","100 Greatest Cycling Climbs","Simon Warren","Paperback",4,"8.71",9780711231207,"Sport","2010-05-20","Bicycle trails",0
"26201","The Complete Guide to Hunting, Butchering, and Cooking Wild Game, Volume 2","Steven Rinella","Paperback",4.5,"21.44",9780812987058,"Sport","2015-12-01","Sports & Recreation",385
"26202","Unbored","Joshua Glenn","Hardback",4,"22.35",9781608196418,"Sport","2012-10-16","Crafts & Hobbies",355
"26203","Wing Chun Kung Fu","Ip Chun","Paperback",4,"15.12",9780312187767,"Sport",NA,NA,NA
"26204","Buried in the Sky","Peter Zuckerman","Paperback",4,"14.35",9780393345414,"Sport","2013-06-03","Sports & Recreation",320
"26205","Fallen Angel","William Fotheringham","Paperback",4,"11.87",9780224074506,"Sport","2010","Biography & Autobiography",306
"26206","Red Men","John Williams","Paperback",4,"11.45",9781845967109,"Sport","2011-08-04","Soccer",0
"26207","A History of the World in 500 Walks","Sarah Baxter","Hardback",4,"23.02",9781781316009,"Sport","2016","History",403
"26208","Goodfella","Oliver Holt","Hardback",4,"17.1",9781908695307,"Sport","2012-10","Soccer",0
"26209","When Pride Still Mattered","David Maraniss","Paperback",4,"17.46",9780684870182,"Sport","2000-09-03","Biography & Autobiography",572
"26210","The Warrior Within","John R. Little","Paperback",4.5,"15.54",9780809231942,"Sport","1996-04-22","Sports & Recreation",0
"26211","Half Time - The Autobiography (Paperback)","Nigel Owens","Paperback",3.5,"14.38",9781847712011,"Sport",NA,NA,NA
"26212","HBR's 10 Must Reads on Making Smart Decisions (with featured article ""Before You Make That Big Decision..."" by Daniel Kahneman, Dan Lovallo, and Olivier Sibony)","Harvard Business Review","Paperback",4,"20.14",9781422189894,"Sport","2013-03-12","Business & Economics, NULL",194
"26213","NZ Rugby Stars Cookbook","NZ Rugby Foundation","Paperback",0,"18.52",9781760633554,"Sport","2018-09-26","Cooking",0
"26214","Football Manager Stole My Life","Iain Macintosh","Paperback",3.5,"14.76",9780956497178,"Sport","2012","Computers",224
"26215","The Barcelona Way","Damian Hughes","Paperback",4,"12.01",9781509804429,"Sport",NA,NA,NA
"26216","Provided You Don't Kiss Me","Duncan Hamilton","Paperback",4,"10.08",9780007247110,"Sport","2008","Biography & Autobiography",292
"26217","Make or Break","Dave MacLeod","Paperback",4.5,"40.38",9780956428134,"Sport",NA,NA,NA
"26218","Unbreakable Runner","T. J. Murphy","Paperback",3.5,"13.82",9781937715144,"Sport","2014","Long-distance runners",0
"26219","NYC Ballet Workout","Peter Martins","Paperback",4,"19.58",9780688152024,"Sport",NA,NA,NA
"26220","Letters to a Young Gymnast","Nadia Comaneci","Paperback",4,"11.43",9780465025053,"Sport",NA,NA,NA
"26221","Twin Ambitions - My Autobiography","Mo Farah","Paperback",4,"10.01",9781444779585,"Sport","2017-10-24","Sports & Recreation",0
"26222","HBR's 10 Must Reads for New Managers (with bonus article ""How Managers Become Leaders"" by Michael D. Watkins) (HBR's 10 Must Reads)","Linda A. Hill","Paperback",4,"20.1",9781633693029,"Sport",NA,NA,NA
"26223","Brain Training for Runners","M. Fitzgerald","Paperback",4,"17.21",9780451222329,"Sport",NA,NA,NA
"26224","Fedegraphica","Mark Hodgkinson","Paperback",4.5,"19.14",9781781317587,"Sport",NA,NA,NA
"26225","The Art Of Peace","Morihei Ueshiba","Paperback",4,"6.65",9781590304488,"Sport",NA,NA,NA
"26226","HBR's 10 Must Reads on Strategic Marketing (with featured article ""Marketing Myopia,"" by Theodore Levitt)","Clayton M. Christensen","Paperback",4,"20.22",9781422189887,"Sport","2013-04-02","Business & Economics",217
"26227","Winner: My Racing Life","A. p. Mccoy","Hardback",4,"11.26",9781409162391,"Sport","2016-10-18","Biography & Autobiography",0
"26228","Walking the Himalayas","LEVISON WOOD","Paperback",4,"9.61",9781473626263,"Sport",NA,NA,NA
"26229","Touching the Void","Joe Simpson","Paperback",4,"10.9",9780060730550,"Sport","2004-02-03","Sports & Recreation, Sports & Recreation",228
"26230","How to Walk","Thich Nhat Hanh","Paperback",4,"8.19",9781937006921,"Sport",NA,NA,NA
"26231","The Way of the Runner","Adharanand Finn","Paperback",3.5,"10.76",9780571303175,"Sport",NA,NA,NA
"26232","Well-Built Triathlete","Matt Dixon","Paperback",4.5,"20.87",9781937715113,"Sport","2014","Physical fitness",0
"26233","How to Survive the End of the World as We Know It","James Wesley Rawles","Paperback",4,"15.5",9780452295834,"Sport","2009-09-30","Self-Help",0
"26234","Dance Anatomy 2nd Edition","Jacqui Greene Haas","Paperback",5,"18.32",9781492545170,"Sport","2018","Performing Arts",272
"26235","The Man Who Made Things Out of Trees","Robert Penn","Paperback",4,"10.17",9780141977515,"Sport",NA,NA,NA
"26236","City Walks Deck: London","Christina Henry de Tessan","Cards",4.5,"10.69",9780811874106,"Sport","2011","London (England)",0
"26237","Dan Carter: The Autobiography of an All Blacks Legend","Dan Carter","Paperback",4,"12.07",9781472228970,"Sport",NA,NA,NA
"26238","Coast to Coast Path","Trailblazer","Paperback",4.5,"18.35",9781905864744,"Sport","2016-03","England",0
"26239","The Fighter's Mind","Sam Sheridan","Paperback",4,"14.43",9780802145017,"Sport","2010","Psychology",0
"26240","Inside the Box","T. J. Murphy","Paperback",4,"12.03",9781934030905,"Sport",NA,NA,NA
"26241","Championship Fighting","Jack Dempsey","Paperback",4.5,"11.04",9781501111488,"Sport","2015-01-06","Biography & Autobiography",3
"26242","Bruce Lee","Matthew Polly","Paperback",4.5,"31.36",9781471175701,"Sport","2018-06-05","BIOGRAPHY & AUTOBIOGRAPHY",656
"26243","The Art and Business of Teaching Yoga","Amy Ippoliti","Paperback",4,"12.75",9781608682270,"Sport",NA,NA,NA
"26244","Force Of Nature","Laird Hamilton","Paperback",4,"17.83",9781609611026,"Sport","2010-08-31","Sports & Recreation",262
"26245","Complete Bicycle Maintenance","Todd Downs","Paperback",4,"19.34",9781605294872,"Sport",NA,NA,NA
"26246","Body Mind Mastery","Dan Millman","Paperback",4,"12.13",9781577310945,"Sport","1999","Health & Fitness",194
"26247","Primal Endurance","Mark Sisson","Paperback",4,"21.88",9781939563088,"Sport","2016","Health & Fitness",779
"26248","A Philosophy of Walking","Frederic Gros","Paperback",3.5,"11.67",9781781688373,"Sport","2015-04-07","Philosophy",0
"26249","Canoecraft: An Illustrated Guide to Fine Woodstrip Construction","Ted Moores","Paperback",4.5,"19.82",9781552093429,"Sport","2000","Crafts & Hobbies",207
"26250","Lonely Planet New Zealand's North Island","Lonely Planet","Paperback",4.5,"15.28",9781786570833,"Sport",NA,NA,NA
"26251","Dream Team","Jack McCallum","Paperback",4,"12.48",9780345520494,"Sport","2013-04-09","Sports & Recreation",409
"26252","Dead Mountain","Donnie Eichar","Hardback",4,"22.18",9781452112749,"Sport","2013-10-22","History",0
"26253","Krav Maga for Beginners","Darren Levine","Paperback",4,"13.02",9781569756614,"Sport",NA,NA,NA
"26254","My Life","Serena Williams","Paperback",4,"7.89",9781847396457,"Sport",NA,NA,NA
"26255","Pro Cycling on $10 a Day","Phil Gaimon","Paperback",4,"15.63",9781937715243,"Sport","2014","BIOGRAPHY & AUTOBIOGRAPHY",0
"26256","Oxford IB Diploma Programme: Sports, Exercise and Health Science Course Companion","John Sproule","Paperback",4,"57.13",9780199129690,"Sport","2012-09-20","Education",0
"26257","On Warne","Gideon Haigh","Paperback",4,"5.36",9781471101113,"Sport",NA,NA,NA
"26258","Tales from the Secret Footballer","Anon","Paperback",3.5,"6.86",9781783350087,"Sport","2013","Soccer",0
"26259","Climbing Anchors","John Long","Paperback",4.5,"15.78",9780762782079,"Sport","2013-07-02","Sports & Recreation",0
"26260","The Art of Mental Training","DC Gonzalez","Paperback",4,"16.16",9780615913544,"Sport",NA,NA,NA
"26261","The Tracker","Tom Brown","Paperback",4,"7.06",9780425101339,"Sport",NA,NA,NA
"26262","Wild Guide Scotland","Kimberley Grant","Paperback",4.5,"19.04",9781910636121,"Sport","2017","Scotland",312
"26263","Women's Strength Training Anatomy","Frederic Delavier","Paperback",4,"17.87",9780736048132,"Sport","2003","Family & Relationships",148
"26264","Land Rover","Ben Fogle","Paperback",3.5,"9.72",9780008194253,"Sport","2017-05-18","Defender truck",0
"26265","Horse Anatomy for Performance","Gillian Higgins","Hardback",4.5,"20.61",9781446300961,"Sport",NA,NA,NA
"26266","Mindfulness and Surfing","Sam Bleakley","Hardback",3.5,"9.8",9781782403296,"Sport","2017-03-02","Sports & Recreation",0
"26267","Racing Weight Quick Start Guide","Matt Fitzgerald","Paperback",4,"16.09",9781934030721,"Sport",NA,NA,NA
"26268","Muhammad Ali: A Memoir","Michael Parkinson","Hardback",4,"17.05",9781473651470,"Sport",NA,NA,NA
"26269","Everything to Live For","Turia Pitt","Paperback",4,"31.48",9780857980267,"Sport","2013","Biography & Autobiography",0
"26270","The Camino Portugues","Kat Davis","Paperback",4.5,"16.77",9781852849320,"Sport","2018-05-15","Sports & Recreation",336
"26271","North: Finding My Way While Running the Appalachian Trail","Scott Jurek","Paperback",4,"11.0",9781784756710,"Sport",NA,NA,NA
"26272","The New Rules Of Lifting","Alwyn Cosgrove","Paperback",4,"17.78",9781583333389,"Sport","2008-12-26","Health & Fitness",321
"26273","The Truth About Chuck Norris","Ian Spector","Paperback",4,"10.86",9781592403448,"Sport",NA,NA,NA
"26274","Tom Wills","Greg De Moore","Paperback",4,"17.03",9781742375984,"Sport",NA,NA,NA
"26275","The Running Revolution: How to Run Faster, Farther, and Injury-Free for Life","Nicholas Romanov","Paperback",4,"17.81",9780143123194,"Sport","2014-09-30","Sports & Recreation",242
"26276","The Art of War","Stephen F. Kaufman","Paperback",4,"12.02",9780804830805,"Sport",NA,NA,NA
"26277","Klopp: Bring the Noise","Raphael Honigstein","Paperback",4,"10.97",9780224100755,"Sport","2019-08-15","Biography & Autobiography",0
"26278","Bike Fit","Philip Burt","Paperback",4,"18.93",9781408190302,"Sport","2014-08-12","Sports & Recreation",193
"26279","The Football Solution","George Megalogenis","Paperback",4,"26.21",9780143791720,"Sport","2018-07-30","Political Science",260
"26280","The Rory's Stories Guide to the GAA","Rory O'Connor","Hardback",4.5,"11.47",9780717179251,"Sport",NA,NA,NA
"26281","Down to Earth Dressage","Carl Hester","Paperback",4.5,"12.34",9781872119205,"Sport","1999","Pets",112
"26282","Chamonix to Zermatt","Kev Reynolds","Paperback",4.5,"20.59",9781852847807,"Sport",NA,NA,NA
"26283","World Cruising Routes","Jimmy Cornell","Paperback",4,"75.04",9781472947819,"Sport","2018-06-14","Sports & Recreation",618
"26284","Living on the Volcano","Michael Calvin","Paperback",4,"10.59",9780099598657,"Sport","2016-06-28","Biography & Autobiography",0
"26285","Practical Golf","John Jacobs","Paperback",4,"10.47",9781558217386,"Sport","1998-05-01","Sports & Recreation",0
"26286","Phil Gordon's Little Green Book","Phil Gordon","Hardback",4,"21.11",9781416903673,"Sport",NA,NA,NA
"26287","Eddy Merckx: The Cannibal","Daniel Friebe","Paperback",4,"13.84",9780091943165,"Sport","2012","Biography & Autobiography",370
"26288","The Pocket Dangerous Book for Boys: Things to Do","Conn Iggulden","Hardback",4,"11.64",9780061656828,"Sport",NA,NA,NA
"26289","Rugby Warrior","Gerard Siggins","Paperback",4.5,"8.86",9781847175915,"Sport","2014","Sports & Recreation",174
"26290","Chirunning","Danny Dreyer","Paperback",3.5,"8.39",9781847392787,"Sport",NA,NA,NA
"26291","The Annapolis Book of Seamanship","John Rousmaniere","Hardback",4.5,"62.75",9781451650198,"Sport","2014-01-07","Reference",416
"26292","Practical Horse Whispering","Perry Wood","Paperback",4,"5.91",9781872119670,"Sport",NA,NA,NA
"26293","The Ultimate Survival Medicine Guide","Joseph Alton","Paperback",5,"20.48",9781629147703,"Sport","2015-08-04","Health & Fitness",328
"26294","The Way of St Francis","The Reverend Sandy Brown","Paperback",3,"16.13",9781852846268,"Sport","2015","Christian pilgrims and pilgrimages",0
"26295","The Netball Handbook","Jane Woodlands","Paperback",4.5,"19.32",9780736062657,"Sport","2006","Sports & Recreation",252
"26296","Horse Speak: An Equine-Human Translation Guide","Sharon Wilsie","Paperback",4.5,"21.95",9781570767548,"Sport","2016-11-29","Sports & Recreation",693
"26297","Bounce","Matthew Syed","Paperback",4,"13.0",9780061723766,"Sport","2011-05-03","Business & Economics",0
"26298","Your Best Triathlon","Joe Friel","Paperback",4.5,"18.99",9781934030622,"Sport",NA,NA,NA
"26299","One Man and His Bike","Mike Carter","Paperback",4.5,"10.94",9780091940560,"Sport",NA,NA,NA
"26300","The Rules","The Velominati","Hardback",4,"17.93",9780393242195,"Sport","2014-05-05","Sports & Recreation",299
"26301","Let Your Mind Run","Deena Kastor","Hardback",4.5,"15.1",9781524760755,"Sport","2018-04-10","Sports & Recreation",306
"26302","Serious","John McEnroe","Paperback",3.5,"12.27",9780751534214,"Sport","2003","Biography & Autobiography",352
"26303","Feet in the Clouds","Richard Askwith","Paperback",4,"9.57",9781781310564,"Sport",NA,NA,NA
"26304","Pele: The Autobiography","Pele","Paperback",4,"9.14",9781416511212,"Sport","2007-05-08","Biography & Autobiography",0
"26305","Lonely Planet Thailand's Islands & Beaches","Lonely Planet","Paperback",4,"16.84",9781786570598,"Sport",NA,NA,NA
"26306","The Tent, the Bucket and Me","Emma Kennedy","Paperback",4,"10.94",9780091926793,"Sport",NA,NA,NA
"26307","Sailmaker's Apprentice","Emiliano Marino","Paperback",0,"22.63",9780071376426,"Sport","2001-03-30","Sports & Recreation",0
"26308","Touching The Void","Joe Simpson","Paperback",4,"11.46",9780099511748,"Sport",NA,NA,NA
"26309","Driven: My Story","Hayden Paddon","Paperback",4,"22.79",9780143774037,"Sport","2019-08-20",NA,288
"26310","A Thoroughly Unhelpful History of Australian Sport","Titus O'Reily","Paperback",4,"21.31",9780143785217,"Sport",NA,NA,NA
"26311","History of Surfing","Matt Warshaw","Hardback",4.5,"49.28",9780811856003,"Sport","2010-09","History",498
"26312","The Second Jim Corbett Omnibus","Jim Corbett","Hardback",4.5,"11.94",9780195629682,"Sport",NA,NA,NA
"26313","Greatest Sailing Stories Ever Told","Christopher Caswell","Paperback",3.5,"10.18",9781592283194,"Sport",NA,NA,NA
"26314","Fear and Loathing in La Liga","Sid Lowe","Paperback",4.5,"14.15",9780224091800,"Sport",NA,NA,NA
"26315","A Season With Verona","Tim Parks","Paperback",4,"12.32",9780099422679,"Sport",NA,NA,NA
"26316","Drive","Larry Bird","Paperback",4,"7.1",9780553287585,"Sport","1990-10-01","Biography & Autobiography",324
"26317","Goodbye, Things","Fumio Sasaki","Hardback",4,"18.28",9780393609035,"Sport","2017-04-11","House & Home",0
"26318","Ray Mears Outdoor Survival Handbook","Ray Mears","Paperback",4.5,"15.89",9780091878863,"Sport","2001","Reference",242
"26319","The Eighty Dollar Champion","Elizabeth Letts","Paperback",4,"8.55",9781472110916,"Sport","2014-05-15","Show horses",416
"26320","Draft Animals","Phil Gaimon","Paperback",4.5,"14.19",9780143131243,"Sport",NA,NA,NA
"26321","Rider Biomechanics","Mary Wanless","Paperback",4.5,"21.39",9781910016145,"Sport","2017","Pets",0
"26322","Beneath the Surface","Michael Phelps","Paperback",4,"16.36",9781683580874,"Sport",NA,NA,NA
"26323","Mortimer & Whitehouse: Gone Fishing","Bob Mortimer","Hardback",4,"16.28",9781788701952,"Sport","2019-05","Fishing",304
"26324","Slaying the Badger","Richard Moore","Paperback",4,"11.25",9780224082914,"Sport",NA,NA,NA
"26325","The GR20 Corsica","Paddy Dillon","Paperback",5,"14.56",9781852848521,"Sport","2016-06-15","Sports & Recreation",0
"26326","Science and Development of Muscle Hypertrophy","Brad Schoenfeld","Hardback",4.5,"53.17",9781492519607,"Sport",NA,NA,NA
"26327","Open","Andre Agassi","Hardback",4,"27.94",9780307268198,"Sport",NA,NA,NA
"26328","Coast to Coast Path (Trailblazer British Walking Guide)","Henry Stedman","Paperback",4.5,"12.6",9781905864966,"Sport",NA,NA,NA
"26329","The Last Grain Race","Eric Newby","Paperback",4.5,"10.43",9780007597833,"Sport",NA,NA,NA
"26330","Gironimo!","Tim Moore","Paperback",4,"10.58",9780224100151,"Sport",NA,NA,NA
"26331","Hagakure","Yamamoto Tsunetomo","Hardback",4,"17.15",9781590309858,"Sport","2012-05-15","Sports & Recreation",0
"26332","Until Victory Always","Jim McGuinness","Hardback",4,"21.82",9780717169375,"Sport",NA,NA,NA
"26333","A World of My Own","Robin Knox-Johnston","Paperback",4.5,"11.76",9780713668995,"Sport","2004-01-01","Sports & Recreation",265
"26334","That Near Death Thing","Rick Broadbent","Paperback",4.5,"10.01",9781409138976,"Sport","2013-06-11","Sports & Recreation",0
"26335","The Motorbike Book","DK","Hardback",4,"42.83",9781405394406,"Sport",NA,NA,NA
"26336","Race Across the World","JOHN SMAILES","Paperback",3.5,"15.68",9781760632533,"Sport",NA,NA,NA
"26337","HBR's 10 Must Reads on Innovation (with featured article ""The Discipline of Innovation,"" by Peter F. Drucker)","Peter F. Drucker","Paperback",4,"16.33",9781422189856,"Sport","2013-03-12","Business & Economics, NULL",190
"26338","Left For Dead","Beck Weathers","Paperback",3.5,"8.23",9780751561890,"Sport","2015-09-03",NA,304
"26339","On the Court with... Stephen Curry","Matt Christopher","Paperback",4,"7.69",9780316509589,"Sport",NA,NA,NA
"26340","Tales of the Honey Badger","Nick Cummins","Paperback",3.5,"12.56",9780733334726,"Sport","2016-06-28","Biography & Autobiography",0
"26341","100 Dives of a Lifetime","Carrie Miller","Hardback",4.5,"27.54",9781426220074,"Sport","2019","Science",404
"26342","The Captain Class","Sam Walker","Paperback",4,"11.94",9780812987072,"Sport","2018-05-01","Business & Economics",370
"26343","The Sure Thing","Nick Townsend","Paperback",4,"10.46",9780099576587,"Sport",NA,NA,NA
"26344","Complete Guide to Surf Fitness","Lee Stanbury","Paperback",4,"20.5",9780952364665,"Sport","2011-05-01","Sports & Recreation",0
"26345","Tomorrow, We Ride","Jean Bobet","Paperback",4.5,"14.75",9781874739517,"Sport","2008","Cyclists",0
"26346","Harry Potter's London the Film Location Walk","Paul Garner","Sheet map, folded",0,"4.0",9781902678115,"Sport","2014",NA,NA
"26347","At the Pond","Margaret Drabble","Paperback",4.5,"10.71",9781911547396,"Sport","2019","Kenwood Ladies' Pond (London, England)",0
"26348","All-in Fighting","W.E. Fairbairn","Paperback",4,"8.97",9781847348531,"Sport","2009-02","Hand-to-hand fighting",0
"26349","Deco for Divers","Mark Powell","Paperback",5,"30.48",9781905492299,"Sport","2014-12-15",NA,194
"26350","Ride with Your Mind ESSENTIALS","Mary Wanless","Paperback",4.5,"19.05",9781872119526,"Sport","2006-02-06","Horsemanship",144
"26351","Core Strength Training","DK","Paperback",4,"16.15",9781409379232,"Sport",NA,NA,NA
"26352","Twenty Guiding Principles Of Karate, The: The Spiritual Legacy Of The Master","Gichin Funakoshi","Hardback",4.5,"15.61",9781568364964,"Sport","2013-02-08","Sports & Recreation",0
"26353","Jamie Vardy: From Nowhere, My Story","Jamie Vardy","Hardback",4.5,"20.18",9781785034824,"Sport","2016-10-06",NA,NA
"26354","Walking","Henry David Thoreau","Paperback",4,"7.61",9781603863056,"Sport","2010-02","Nature",0
"26355","The Cool Impossible","Eric Orton","Paperback",4,"14.65",9780451416346,"Sport","2014-05-06","Sports & Recreation",274
"26356","Marine Diesel Engines","Nigel Calder","Hardback",4,"23.56",9780071475358,"Sport","2006-09-12","Sports & Recreation",256
"26357","Win Forever","Pete Carroll","Paperback",4,"14.16",9781591844167,"Sport","2011-08-02","Sports & Recreation",0
"26358","Physiology of Sport and Exercise","W. Larry Kenney","Hardback",4,"107.32",9780736094092,"Sport","2012-01","Health & Fitness",621
"26359","George Best: A Memoir: A unique biography of a football icon","Michael Parkinson","Hardback",3.5,"17.4",9781473675735,"Sport",NA,NA,NA
"26360","My Animals and Other Family","Clare Balding","Paperback",4,"10.47",9780241959756,"Sport","2013","Biography & Autobiography",0
"26361","Can't Swim, Can't Ride, Can't Run","Andy Holgate","Paperback",3.5,"13.73",9781848187436,"Sport","2011","Biography & Autobiography",0
"26362","Walks and Climbs in the Pyrenees","Kev Reynolds","Paperback",4,"26.43",9781852847814,"Sport","2015","Mountaineering",0
"26363","McRae","Colin McMaster","Hardback",4.5,"57.02",9783927458642,"Sport","2013-09-24","Biography & Autobiography",255
"26364","Japan's Kumano Kodo Pilgrimage","Kat Davis","Paperback",0,"16.61",9781852849726,"Sport","2019-03-15",NA,176
"26365","The Way of St James - Le Puy to the Pyrenees","Alison Raju","Paperback",0,"13.99",9781852848767,"Sport","2018-01-15","Camino de Santiago de Compostela",0
"26366","Bubishi","Patrick McCarthy","Paperback",4,"18.96",9784805313848,"Sport","2016-06-21","Sports & Recreation",320
"26367","Fifty Places to Hike Before You Die:Outdoor Experts Share the Wor","Chris Santella","Hardback",3.5,"21.14",9781584798538,"Sport",NA,NA,NA
